nomeImagem;dataCriacao;identificadorImagem
NomeTeste;01/01/2010;15486
NomeTeste;02/01/2010;5508
NomeTeste;03/01/2010;941
NomeTeste;04/01/2010;7707
NomeTeste;05/01/2010;2803
NomeTeste;06/01/2010;12665
NomeTeste;07/01/2010;19720
NomeTeste;08/01/2010;16815
NomeTeste;09/01/2010;2759
NomeTeste;10/01/2010;10416
NomeTeste;11/01/2010;13976
NomeTeste;12/01/2010;4836
NomeTeste;13/01/2010;4061
NomeTeste;14/01/2010;7737
NomeTeste;15/01/2010;11881
NomeTeste;16/01/2010;1321
NomeTeste;17/01/2010;6227
NomeTeste;18/01/2010;19731
NomeTeste;19/01/2010;5410
NomeTeste;20/01/2010;836
NomeTeste;21/01/2010;11722
NomeTeste;22/01/2010;17983
NomeTeste;23/01/2010;4285
NomeTeste;24/01/2010;3077
NomeTeste;25/01/2010;6890
NomeTeste;26/01/2010;2438
NomeTeste;27/01/2010;8429
NomeTeste;28/01/2010;1186
NomeTeste;29/01/2010;10072
NomeTeste;30/01/2010;7000
NomeTeste;31/01/2010;13197
NomeTeste;01/02/2010;7039
NomeTeste;02/02/2010;4991
NomeTeste;03/02/2010;14808
NomeTeste;04/02/2010;10598
NomeTeste;05/02/2010;17118
NomeTeste;06/02/2010;7604
NomeTeste;07/02/2010;10236
NomeTeste;08/02/2010;12198
NomeTeste;09/02/2010;10189
NomeTeste;10/02/2010;18888
NomeTeste;11/02/2010;16317
NomeTeste;12/02/2010;12300
NomeTeste;13/02/2010;10393
NomeTeste;14/02/2010;10303
NomeTeste;15/02/2010;1368
NomeTeste;16/02/2010;13682
NomeTeste;17/02/2010;7927
NomeTeste;18/02/2010;12685
NomeTeste;19/02/2010;13574
NomeTeste;20/02/2010;17346
NomeTeste;21/02/2010;5402
NomeTeste;22/02/2010;12240
NomeTeste;23/02/2010;12553
NomeTeste;24/02/2010;17109
NomeTeste;25/02/2010;14098
NomeTeste;26/02/2010;15692
NomeTeste;27/02/2010;4388
NomeTeste;28/02/2010;19379
NomeTeste;01/03/2010;1717
NomeTeste;02/03/2010;7705
NomeTeste;03/03/2010;266
NomeTeste;04/03/2010;19172
NomeTeste;05/03/2010;18713
NomeTeste;06/03/2010;18846
NomeTeste;07/03/2010;10450
NomeTeste;08/03/2010;2071
NomeTeste;09/03/2010;13616
NomeTeste;10/03/2010;2753
NomeTeste;11/03/2010;17386
NomeTeste;12/03/2010;11820
NomeTeste;13/03/2010;8602
NomeTeste;14/03/2010;3638
NomeTeste;15/03/2010;11843
NomeTeste;16/03/2010;7111
NomeTeste;17/03/2010;6317
NomeTeste;18/03/2010;7905
NomeTeste;19/03/2010;3600
NomeTeste;20/03/2010;2624
NomeTeste;21/03/2010;9762
NomeTeste;22/03/2010;10241
NomeTeste;23/03/2010;9236
NomeTeste;24/03/2010;17001
NomeTeste;25/03/2010;18870
NomeTeste;26/03/2010;834
NomeTeste;27/03/2010;17540
NomeTeste;28/03/2010;466
NomeTeste;29/03/2010;13504
NomeTeste;30/03/2010;15113
NomeTeste;31/03/2010;14357
NomeTeste;01/04/2010;16817
NomeTeste;02/04/2010;3587
NomeTeste;03/04/2010;15763
NomeTeste;04/04/2010;17922
NomeTeste;05/04/2010;5601
NomeTeste;06/04/2010;1997
NomeTeste;07/04/2010;19661
NomeTeste;08/04/2010;1098
NomeTeste;09/04/2010;19749
NomeTeste;10/04/2010;14447
NomeTeste;11/04/2010;19341
NomeTeste;12/04/2010;12456
NomeTeste;13/04/2010;7138
NomeTeste;14/04/2010;4895
NomeTeste;15/04/2010;19058
