nomeImagem;dataCriacao;identificadorImagem
NomeTeste;01/01/2010;1
NomeTeste;02/01/2010;2
NomeTeste;03/01/2010;3
NomeTeste;04/01/2010;4
NomeTeste;05/01/2010;5
NomeTeste;06/01/2010;6
NomeTeste;07/01/2010;7
NomeTeste;08/01/2010;8
NomeTeste;09/01/2010;9
NomeTeste;10/01/2010;10
NomeTeste;11/01/2010;11
NomeTeste;12/01/2010;12
NomeTeste;13/01/2010;13
NomeTeste;14/01/2010;14
NomeTeste;15/01/2010;15
NomeTeste;16/01/2010;16
NomeTeste;17/01/2010;17
NomeTeste;18/01/2010;18
NomeTeste;19/01/2010;19
NomeTeste;20/01/2010;20
NomeTeste;21/01/2010;21
NomeTeste;22/01/2010;22
NomeTeste;23/01/2010;23
NomeTeste;24/01/2010;24
NomeTeste;25/01/2010;25
NomeTeste;26/01/2010;26
NomeTeste;27/01/2010;27
NomeTeste;28/01/2010;28
NomeTeste;29/01/2010;29
NomeTeste;30/01/2010;30
NomeTeste;31/01/2010;31
NomeTeste;01/02/2010;32
NomeTeste;02/02/2010;33
NomeTeste;03/02/2010;34
NomeTeste;04/02/2010;35
NomeTeste;05/02/2010;36
NomeTeste;06/02/2010;37
NomeTeste;07/02/2010;38
NomeTeste;08/02/2010;39
NomeTeste;09/02/2010;40
NomeTeste;10/02/2010;41
NomeTeste;11/02/2010;42
NomeTeste;12/02/2010;43
NomeTeste;13/02/2010;44
NomeTeste;14/02/2010;45
NomeTeste;15/02/2010;46
NomeTeste;16/02/2010;47
NomeTeste;17/02/2010;48
NomeTeste;18/02/2010;49
NomeTeste;19/02/2010;50
NomeTeste;20/02/2010;51
NomeTeste;21/02/2010;52
NomeTeste;22/02/2010;53
NomeTeste;23/02/2010;54
NomeTeste;24/02/2010;55
NomeTeste;25/02/2010;56
NomeTeste;26/02/2010;57
NomeTeste;27/02/2010;58
NomeTeste;28/02/2010;59
NomeTeste;01/03/2010;60
NomeTeste;02/03/2010;61
NomeTeste;03/03/2010;62
NomeTeste;04/03/2010;63
NomeTeste;05/03/2010;64
NomeTeste;06/03/2010;65
NomeTeste;07/03/2010;66
NomeTeste;08/03/2010;67
NomeTeste;09/03/2010;68
NomeTeste;10/03/2010;69
NomeTeste;11/03/2010;70
NomeTeste;12/03/2010;71
NomeTeste;13/03/2010;72
NomeTeste;14/03/2010;73
NomeTeste;15/03/2010;74
NomeTeste;16/03/2010;75
NomeTeste;17/03/2010;76
NomeTeste;18/03/2010;77
NomeTeste;19/03/2010;78
NomeTeste;20/03/2010;79
NomeTeste;21/03/2010;80
NomeTeste;22/03/2010;81
NomeTeste;23/03/2010;82
NomeTeste;24/03/2010;83
NomeTeste;25/03/2010;84
NomeTeste;26/03/2010;85
NomeTeste;27/03/2010;86
NomeTeste;28/03/2010;87
NomeTeste;29/03/2010;88
NomeTeste;30/03/2010;89
NomeTeste;31/03/2010;90
NomeTeste;01/04/2010;91
NomeTeste;02/04/2010;92
NomeTeste;03/04/2010;93
NomeTeste;04/04/2010;94
NomeTeste;05/04/2010;95
NomeTeste;06/04/2010;96
NomeTeste;07/04/2010;97
NomeTeste;08/04/2010;98
NomeTeste;09/04/2010;99
NomeTeste;10/04/2010;100
NomeTeste;11/04/2010;101
NomeTeste;12/04/2010;102
NomeTeste;13/04/2010;103
NomeTeste;14/04/2010;104
NomeTeste;15/04/2010;105
NomeTeste;16/04/2010;106
NomeTeste;17/04/2010;107
NomeTeste;18/04/2010;108
NomeTeste;19/04/2010;109
NomeTeste;20/04/2010;110
NomeTeste;21/04/2010;111
NomeTeste;22/04/2010;112
NomeTeste;23/04/2010;113
NomeTeste;24/04/2010;114
NomeTeste;25/04/2010;115
NomeTeste;26/04/2010;116
NomeTeste;27/04/2010;117
NomeTeste;28/04/2010;118
NomeTeste;29/04/2010;119
NomeTeste;30/04/2010;120
NomeTeste;01/05/2010;121
NomeTeste;02/05/2010;122
NomeTeste;03/05/2010;123
NomeTeste;04/05/2010;124
NomeTeste;05/05/2010;125
NomeTeste;06/05/2010;126
NomeTeste;07/05/2010;127
NomeTeste;08/05/2010;128
NomeTeste;09/05/2010;129
NomeTeste;10/05/2010;130
NomeTeste;11/05/2010;131
NomeTeste;12/05/2010;132
NomeTeste;13/05/2010;133
NomeTeste;14/05/2010;134
NomeTeste;15/05/2010;135
NomeTeste;16/05/2010;136
NomeTeste;17/05/2010;137
NomeTeste;18/05/2010;138
NomeTeste;19/05/2010;139
NomeTeste;20/05/2010;140
NomeTeste;21/05/2010;141
NomeTeste;22/05/2010;142
NomeTeste;23/05/2010;143
NomeTeste;24/05/2010;144
NomeTeste;25/05/2010;145
NomeTeste;26/05/2010;146
NomeTeste;27/05/2010;147
NomeTeste;28/05/2010;148
NomeTeste;29/05/2010;149
NomeTeste;30/05/2010;150
NomeTeste;31/05/2010;151
NomeTeste;01/06/2010;152
NomeTeste;02/06/2010;153
NomeTeste;03/06/2010;154
NomeTeste;04/06/2010;155
NomeTeste;05/06/2010;156
NomeTeste;06/06/2010;157
NomeTeste;07/06/2010;158
NomeTeste;08/06/2010;159
NomeTeste;09/06/2010;160
NomeTeste;10/06/2010;161
NomeTeste;11/06/2010;162
NomeTeste;12/06/2010;163
NomeTeste;13/06/2010;164
NomeTeste;14/06/2010;165
NomeTeste;15/06/2010;166
NomeTeste;16/06/2010;167
NomeTeste;17/06/2010;168
NomeTeste;18/06/2010;169
NomeTeste;19/06/2010;170
NomeTeste;20/06/2010;171
NomeTeste;21/06/2010;172
NomeTeste;22/06/2010;173
NomeTeste;23/06/2010;174
NomeTeste;24/06/2010;175
NomeTeste;25/06/2010;176
NomeTeste;26/06/2010;177
NomeTeste;27/06/2010;178
NomeTeste;28/06/2010;179
NomeTeste;29/06/2010;180
NomeTeste;30/06/2010;181
NomeTeste;01/07/2010;182
NomeTeste;02/07/2010;183
NomeTeste;03/07/2010;184
NomeTeste;04/07/2010;185
NomeTeste;05/07/2010;186
NomeTeste;06/07/2010;187
NomeTeste;07/07/2010;188
NomeTeste;08/07/2010;189
NomeTeste;09/07/2010;190
NomeTeste;10/07/2010;191
NomeTeste;11/07/2010;192
NomeTeste;12/07/2010;193
NomeTeste;13/07/2010;194
NomeTeste;14/07/2010;195
NomeTeste;15/07/2010;196
NomeTeste;16/07/2010;197
NomeTeste;17/07/2010;198
NomeTeste;18/07/2010;199
NomeTeste;19/07/2010;200
NomeTeste;20/07/2010;201
NomeTeste;21/07/2010;202
NomeTeste;22/07/2010;203
NomeTeste;23/07/2010;204
NomeTeste;24/07/2010;205
NomeTeste;25/07/2010;206
NomeTeste;26/07/2010;207
NomeTeste;27/07/2010;208
NomeTeste;28/07/2010;209
NomeTeste;29/07/2010;210
NomeTeste;30/07/2010;211
NomeTeste;31/07/2010;212
NomeTeste;01/08/2010;213
NomeTeste;02/08/2010;214
NomeTeste;03/08/2010;215
NomeTeste;04/08/2010;216
NomeTeste;05/08/2010;217
NomeTeste;06/08/2010;218
NomeTeste;07/08/2010;219
NomeTeste;08/08/2010;220
NomeTeste;09/08/2010;221
NomeTeste;10/08/2010;222
NomeTeste;11/08/2010;223
NomeTeste;12/08/2010;224
NomeTeste;13/08/2010;225
NomeTeste;14/08/2010;226
NomeTeste;15/08/2010;227
NomeTeste;16/08/2010;228
NomeTeste;17/08/2010;229
NomeTeste;18/08/2010;230
NomeTeste;19/08/2010;231
NomeTeste;20/08/2010;232
NomeTeste;21/08/2010;233
NomeTeste;22/08/2010;234
NomeTeste;23/08/2010;235
NomeTeste;24/08/2010;236
NomeTeste;25/08/2010;237
NomeTeste;26/08/2010;238
NomeTeste;27/08/2010;239
NomeTeste;28/08/2010;240
NomeTeste;29/08/2010;241
NomeTeste;30/08/2010;242
NomeTeste;31/08/2010;243
NomeTeste;01/09/2010;244
NomeTeste;02/09/2010;245
NomeTeste;03/09/2010;246
NomeTeste;04/09/2010;247
NomeTeste;05/09/2010;248
NomeTeste;06/09/2010;249
NomeTeste;07/09/2010;250
NomeTeste;08/09/2010;251
NomeTeste;09/09/2010;252
NomeTeste;10/09/2010;253
NomeTeste;11/09/2010;254
NomeTeste;12/09/2010;255
NomeTeste;13/09/2010;256
NomeTeste;14/09/2010;257
NomeTeste;15/09/2010;258
NomeTeste;16/09/2010;259
NomeTeste;17/09/2010;260
NomeTeste;18/09/2010;261
NomeTeste;19/09/2010;262
NomeTeste;20/09/2010;263
NomeTeste;21/09/2010;264
NomeTeste;22/09/2010;265
NomeTeste;23/09/2010;266
NomeTeste;24/09/2010;267
NomeTeste;25/09/2010;268
NomeTeste;26/09/2010;269
