nomeImagem;dataCriacao;identificadorImagem
NomeTeste;01/01/2010;1
NomeTeste;02/01/2010;3
NomeTeste;03/01/2010;4
NomeTeste;04/01/2010;5
NomeTeste;05/01/2010;6
NomeTeste;06/01/2010;7
NomeTeste;07/01/2010;8
NomeTeste;08/01/2010;9
NomeTeste;09/01/2010;10
NomeTeste;10/01/2010;11
NomeTeste;11/01/2010;12
NomeTeste;12/01/2010;13
NomeTeste;13/01/2010;14
NomeTeste;14/01/2010;15
NomeTeste;15/01/2010;16
NomeTeste;16/01/2010;17
NomeTeste;17/01/2010;18
NomeTeste;18/01/2010;19
NomeTeste;19/01/2010;20
NomeTeste;20/01/2010;21
NomeTeste;21/01/2010;24
NomeTeste;22/01/2010;25
NomeTeste;23/01/2010;26
NomeTeste;24/01/2010;27
NomeTeste;25/01/2010;28
NomeTeste;26/01/2010;29
NomeTeste;27/01/2010;30
NomeTeste;28/01/2010;31
NomeTeste;29/01/2010;32
NomeTeste;30/01/2010;33
NomeTeste;31/01/2010;34
NomeTeste;01/02/2010;35
NomeTeste;02/02/2010;36
NomeTeste;03/02/2010;37
NomeTeste;04/02/2010;38
NomeTeste;05/02/2010;39
NomeTeste;06/02/2010;40
NomeTeste;07/02/2010;41
NomeTeste;08/02/2010;42
NomeTeste;09/02/2010;43
NomeTeste;10/02/2010;45
NomeTeste;11/02/2010;46
NomeTeste;12/02/2010;47
NomeTeste;13/02/2010;48
NomeTeste;14/02/2010;49
NomeTeste;15/02/2010;50
NomeTeste;16/02/2010;51
NomeTeste;17/02/2010;52
NomeTeste;18/02/2010;53
NomeTeste;19/02/2010;54
NomeTeste;20/02/2010;55
NomeTeste;21/02/2010;56
NomeTeste;22/02/2010;57
NomeTeste;23/02/2010;58
NomeTeste;24/02/2010;59
NomeTeste;25/02/2010;61
NomeTeste;26/02/2010;62
NomeTeste;27/02/2010;64
NomeTeste;28/02/2010;65
NomeTeste;01/03/2010;67
NomeTeste;02/03/2010;69
NomeTeste;03/03/2010;70
NomeTeste;04/03/2010;71
NomeTeste;05/03/2010;72
NomeTeste;06/03/2010;73
NomeTeste;07/03/2010;74
NomeTeste;08/03/2010;76
NomeTeste;09/03/2010;77
NomeTeste;10/03/2010;78
NomeTeste;11/03/2010;79
NomeTeste;12/03/2010;80
NomeTeste;13/03/2010;81
NomeTeste;14/03/2010;82
NomeTeste;15/03/2010;83
NomeTeste;16/03/2010;84
NomeTeste;17/03/2010;85
NomeTeste;18/03/2010;87
NomeTeste;19/03/2010;88
NomeTeste;20/03/2010;90
NomeTeste;21/03/2010;91
NomeTeste;22/03/2010;93
NomeTeste;23/03/2010;94
NomeTeste;24/03/2010;96
NomeTeste;25/03/2010;98
NomeTeste;26/03/2010;99
NomeTeste;27/03/2010;100
NomeTeste;28/03/2010;101
NomeTeste;29/03/2010;102
NomeTeste;30/03/2010;103
NomeTeste;31/03/2010;104
NomeTeste;01/04/2010;105
NomeTeste;02/04/2010;107
NomeTeste;03/04/2010;108
NomeTeste;04/04/2010;110
NomeTeste;05/04/2010;111
NomeTeste;06/04/2010;112
NomeTeste;07/04/2010;113
NomeTeste;08/04/2010;114
NomeTeste;09/04/2010;115
NomeTeste;10/04/2010;117
NomeTeste;11/04/2010;118
NomeTeste;12/04/2010;121
NomeTeste;13/04/2010;122
NomeTeste;14/04/2010;123
NomeTeste;15/04/2010;124
NomeTeste;16/04/2010;125
NomeTeste;17/04/2010;126
NomeTeste;18/04/2010;127
NomeTeste;19/04/2010;128
NomeTeste;20/04/2010;129
NomeTeste;21/04/2010;130
NomeTeste;22/04/2010;131
NomeTeste;23/04/2010;132
NomeTeste;24/04/2010;134
NomeTeste;25/04/2010;135
NomeTeste;26/04/2010;136
NomeTeste;27/04/2010;137
NomeTeste;28/04/2010;140
NomeTeste;29/04/2010;141
NomeTeste;30/04/2010;142
NomeTeste;01/05/2010;143
NomeTeste;02/05/2010;144
NomeTeste;03/05/2010;145
NomeTeste;04/05/2010;146
NomeTeste;05/05/2010;150
